maintenance_id,failure_id,device_id,maintenance_date,engineer,issue,repair_cost,repair_time_hours,status
13430,13430,D0410,2026-03-03 16:00:00,Karan Patel,Antenna Replacement,3125,1,Completed
13431,13431,D0410,2026-03-04 08:00:00,Arjun Mehta,Antenna Replacement,2920,2,Completed
13432,13432,D0410,2026-03-04 19:00:00,Karan Patel,Antenna Replacement,2958,2,In Progress
13433,13433,D0410,2026-03-08 07:00:00,Arjun Mehta,Antenna Replacement,2872,1,Completed
13434,13434,D0410,2026-03-10 12:00:00,Karan Patel,Antenna Replacement,1631,2,Completed
13435,13435,D0410,2026-03-11 03:00:00,Priya Verma,Antenna Replacement,2684,1,In Progress
13436,13436,D0410,2026-03-14 01:00:00,Vikas Rao,Antenna Replacement,3113,1,In Progress
13437,13437,D0410,2026-03-15 12:00:00,Priya Verma,Firmware Update,1486,1,In Progress
13438,13438,D0410,2026-03-16 15:00:00,Vikas Rao,Antenna Replacement,2234,1,Completed
13439,13439,D0410,2026-03-17 13:00:00,Priya Verma,Antenna Replacement,3930,1,Completed
13440,13440,D0410,2026-03-18 16:00:00,Vikas Rao,Firmware Update,1146,1,Completed
13441,13441,D0410,2026-03-18 20:00:00,Rahul Sharma,Antenna Replacement,3846,1,Completed
13442,13442,D0410,2026-03-22 13:00:00,Arjun Mehta,Firmware Update,1268,2,Completed
13443,13443,D0410,2026-03-24 17:00:00,Vikas Rao,Firmware Update,1530,2,In Progress
13444,13444,D0410,2026-03-29 13:00:00,Arjun Mehta,Antenna Replacement,3328,2,In Progress
13445,13445,D0411,2026-01-01 22:00:00,Rohit Singh,Antenna Replacement,3497,2,Completed
13446,13446,D0411,2026-01-03 12:00:00,Amit Kumar,Firmware Update,1840,1,Completed
13447,13447,D0411,2026-01-06 16:00:00,Vikas Rao,Antenna Replacement,3928,1,In Progress
13448,13448,D0411,2026-01-07 15:00:00,Neha Sharma,Firmware Update,1412,2,In Progress
13449,13449,D0411,2026-01-08 14:00:00,Anjali Nair,Firmware Update,1817,1,Completed
13450,13450,D0411,2026-01-09 16:00:00,Arjun Mehta,Firmware Update,647,1,Completed
13451,13451,D0411,2026-01-12 15:00:00,Sneha Gupta,Firmware Update,1603,1,In Progress
13452,13452,D0411,2026-01-17 14:00:00,Rahul Sharma,Antenna Replacement,1999,2,Completed
13453,13453,D0411,2026-01-19 04:00:00,Anjali Nair,Antenna Replacement,2729,2,Completed
13454,13454,D0411,2026-01-22 14:00:00,Anjali Nair,Firmware Update,1980,2,Completed
13455,13455,D0411,2026-01-29 16:00:00,Sneha Gupta,Antenna Replacement,2994,2,Completed
13456,13456,D0411,2026-02-03 13:00:00,Rohit Singh,Firmware Update,1244,2,Completed
13457,13457,D0411,2026-02-04 02:00:00,Rohit Singh,Antenna Replacement,2863,1,In Progress
13458,13458,D0411,2026-02-08 02:00:00,Rahul Sharma,Antenna Replacement,2139,1,Completed
13459,13459,D0411,2026-02-08 05:00:00,Sneha Gupta,Antenna Replacement,3276,1,Completed
13460,13460,D0411,2026-02-08 12:00:00,Sneha Gupta,Firmware Update,1516,1,Completed
13461,13461,D0411,2026-02-10 03:00:00,Priya Verma,Antenna Replacement,1813,2,Completed
13462,13462,D0411,2026-02-10 19:00:00,Sneha Gupta,Antenna Replacement,2045,2,In Progress
13463,13463,D0411,2026-02-17 11:00:00,Arjun Mehta,Antenna Replacement,3077,1,Completed
13464,13464,D0411,2026-02-19 14:00:00,Arjun Mehta,Firmware Update,1968,2,Completed
13465,13465,D0411,2026-02-20 01:00:00,Karan Patel,Antenna Replacement,3482,2,Completed
13466,13466,D0411,2026-02-25 21:00:00,Vikas Rao,Antenna Replacement,3854,2,Completed
13467,13467,D0411,2026-02-27 07:00:00,Arjun Mehta,Antenna Replacement,3414,1,Completed
13468,13468,D0411,2026-02-28 09:00:00,Rahul Sharma,Antenna Replacement,1507,1,Completed
13469,13469,D0411,2026-03-02 14:00:00,Rahul Sharma,Firmware Update,960,2,Completed
13470,13470,D0411,2026-03-09 11:00:00,Amit Kumar,Antenna Replacement,1766,1,Completed
13471,13471,D0411,2026-03-17 11:00:00,Priya Verma,Antenna Replacement,3744,2,Completed
13472,13472,D0411,2026-03-19 06:00:00,Rahul Sharma,Antenna Replacement,2632,1,Completed
13473,13473,D0411,2026-03-21 16:00:00,Rohit Singh,Antenna Replacement,2838,1,In Progress
13474,13474,D0411,2026-03-22 12:00:00,Rohit Singh,Firmware Update,620,2,Completed
13475,13475,D0411,2026-03-24 15:00:00,Rohit Singh,Antenna Replacement,1870,1,Completed
13476,13476,D0411,2026-03-24 16:00:00,Arjun Mehta,Firmware Update,1015,2,Completed
13477,13477,D0412,2026-01-08 04:00:00,Priya Verma,Antenna Replacement,1902,1,In Progress
13478,13478,D0412,2026-01-08 17:00:00,Karan Patel,Firmware Update,1104,1,Completed
13479,13479,D0412,2026-01-09 01:00:00,Karan Patel,Antenna Replacement,2248,2,Completed
13480,13480,D0412,2026-01-17 17:00:00,Neha Sharma,Firmware Update,900,1,Completed
13481,13481,D0412,2026-01-21 12:00:00,Priya Verma,Antenna Replacement,1502,2,Completed
13482,13482,D0412,2026-01-30 18:00:00,Anjali Nair,Antenna Replacement,2088,2,Completed
13483,13483,D0412,2026-02-03 12:00:00,Rahul Sharma,Firmware Update,1288,1,Completed
13484,13484,D0412,2026-02-09 14:00:00,Karan Patel,Antenna Replacement,1765,2,Completed
13485,13485,D0412,2026-02-13 09:00:00,Priya Verma,Antenna Replacement,3543,2,Completed
13486,13486,D0412,2026-02-15 12:00:00,Arjun Mehta,Firmware Update,1095,1,Completed
13487,13487,D0412,2026-02-15 17:00:00,Amit Kumar,Firmware Update,728,2,Completed
13488,13488,D0412,2026-02-20 03:00:00,Arjun Mehta,Antenna Replacement,1686,2,Completed
13489,13489,D0412,2026-02-22 15:00:00,Anjali Nair,Firmware Update,1318,1,Completed
13490,13490,D0412,2026-02-23 09:00:00,Arjun Mehta,Antenna Replacement,3054,1,Completed
13491,13491,D0412,2026-02-27 17:00:00,Sneha Gupta,Firmware Update,1025,2,Completed
13492,13492,D0412,2026-03-01 06:00:00,Rahul Sharma,Antenna Replacement,2650,2,In Progress
13493,13493,D0412,2026-03-04 13:00:00,Rahul Sharma,Antenna Replacement,2649,2,In Progress
13494,13494,D0412,2026-03-04 22:00:00,Rohit Singh,Antenna Replacement,2835,2,In Progress
13495,13495,D0412,2026-03-07 17:00:00,Karan Patel,Antenna Replacement,3159,1,In Progress
13496,13496,D0412,2026-03-17 00:00:00,Anjali Nair,Antenna Replacement,1767,2,Completed
13497,13497,D0412,2026-03-18 17:00:00,Vikas Rao,Firmware Update,1428,2,Completed
13498,13498,D0412,2026-03-20 10:00:00,Anjali Nair,Antenna Replacement,2955,2,Completed
13499,13499,D0412,2026-03-21 17:00:00,Sneha Gupta,Firmware Update,1527,2,Completed
13500,13500,D0412,2026-03-26 03:00:00,Priya Verma,Antenna Replacement,2516,1,Completed
13501,13501,D0412,2026-03-26 13:00:00,Anjali Nair,Firmware Update,1192,2,In Progress
13502,13502,D0412,2026-03-29 13:00:00,Rahul Sharma,Antenna Replacement,3881,2,In Progress
13503,13503,D0412,2026-03-29 16:00:00,Neha Sharma,Antenna Replacement,2400,2,Completed
13504,13504,D0412,2026-03-31 18:00:00,Priya Verma,Antenna Replacement,3333,2,Completed
13505,13505,D0413,2026-01-09 08:00:00,Neha Sharma,Antenna Replacement,2826,1,Completed
13506,13506,D0413,2026-01-09 13:00:00,Rahul Sharma,Antenna Replacement,2009,1,Completed
13507,13507,D0413,2026-01-11 13:00:00,Anjali Nair,Firmware Update,1734,2,Completed
13508,13508,D0413,2026-01-11 14:00:00,Karan Patel,Antenna Replacement,3533,1,In Progress
13509,13509,D0413,2026-01-11 17:00:00,Anjali Nair,Firmware Update,680,2,Completed
13510,13510,D0413,2026-01-13 15:00:00,Neha Sharma,Firmware Update,1301,2,Completed
13511,13511,D0413,2026-01-16 13:00:00,Neha Sharma,Antenna Replacement,2265,1,Completed
13512,13512,D0413,2026-01-21 07:00:00,Karan Patel,Antenna Replacement,3595,2,Completed
13513,13513,D0413,2026-01-21 16:00:00,Anjali Nair,Firmware Update,1066,1,Completed
13514,13514,D0413,2026-01-22 02:00:00,Anjali Nair,Antenna Replacement,2418,1,Completed
13515,13515,D0413,2026-01-23 04:00:00,Karan Patel,Antenna Replacement,1636,1,In Progress
13516,13516,D0413,2026-01-24 02:00:00,Karan Patel,Antenna Replacement,3211,1,In Progress
13517,13517,D0413,2026-01-25 14:00:00,Priya Verma,Firmware Update,1280,1,Completed
13518,13518,D0413,2026-01-26 12:00:00,Karan Patel,Antenna Replacement,2727,1,In Progress
13519,13519,D0413,2026-01-26 17:00:00,Karan Patel,Firmware Update,1624,1,Completed
13520,13520,D0413,2026-01-31 12:00:00,Neha Sharma,Firmware Update,1560,2,In Progress
13521,13521,D0413,2026-02-01 07:00:00,Neha Sharma,Antenna Replacement,2873,1,In Progress
13522,13522,D0413,2026-02-02 03:00:00,Vikas Rao,Antenna Replacement,3951,1,Completed
13523,13523,D0413,2026-02-02 15:00:00,Rahul Sharma,Antenna Replacement,2448,2,Completed
13524,13524,D0413,2026-02-04 19:00:00,Karan Patel,Antenna Replacement,2155,1,Completed
13525,13525,D0413,2026-02-06 21:00:00,Priya Verma,Antenna Replacement,2195,2,Completed
13526,13526,D0413,2026-02-07 09:00:00,Vikas Rao,Antenna Replacement,3181,1,Completed
13527,13527,D0413,2026-02-08 20:00:00,Anjali Nair,Antenna Replacement,2545,2,In Progress
13528,13528,D0413,2026-02-14 11:00:00,Karan Patel,Antenna Replacement,2569,2,Completed
13529,13529,D0413,2026-02-16 16:00:00,Amit Kumar,Firmware Update,980,2,Completed
13530,13530,D0413,2026-02-18 16:00:00,Priya Verma,Antenna Replacement,1651,1,Completed
13531,13531,D0413,2026-02-20 19:00:00,Karan Patel,Antenna Replacement,2719,2,Completed
13532,13532,D0413,2026-02-21 16:00:00,Anjali Nair,Antenna Replacement,2313,1,Completed
13533,13533,D0413,2026-02-24 12:00:00,Rahul Sharma,Firmware Update,1962,2,Completed
13534,13534,D0413,2026-02-25 13:00:00,Neha Sharma,Antenna Replacement,1780,2,Completed
13535,13535,D0413,2026-03-02 19:00:00,Arjun Mehta,Antenna Replacement,3537,2,In Progress
13536,13536,D0413,2026-03-08 11:00:00,Neha Sharma,Antenna Replacement,2313,2,In Progress
13537,13537,D0413,2026-03-10 14:00:00,Priya Verma,Firmware Update,1442,2,Completed
13538,13538,D0413,2026-03-12 17:00:00,Neha Sharma,Antenna Replacement,3283,1,Completed
13539,13539,D0413,2026-03-14 16:00:00,Amit Kumar,Antenna Replacement,3366,1,Completed
13540,13540,D0413,2026-03-19 09:00:00,Amit Kumar,Antenna Replacement,3330,2,Completed
13541,13541,D0413,2026-03-23 05:00:00,Anjali Nair,Antenna Replacement,1976,2,In Progress
13542,13542,D0413,2026-03-23 08:00:00,Rahul Sharma,Antenna Replacement,2366,2,Completed
13543,13543,D0413,2026-03-24 07:00:00,Rohit Singh,Antenna Replacement,2221,2,Completed
13544,13544,D0413,2026-03-27 20:00:00,Vikas Rao,Antenna Replacement,3536,1,Completed
13545,13545,D0413,2026-03-28 14:00:00,Karan Patel,Firmware Update,1774,2,Completed
13546,13546,D0413,2026-03-30 00:00:00,Sneha Gupta,Antenna Replacement,3597,2,Completed
13547,13547,D0413,2026-03-30 10:00:00,Rohit Singh,Antenna Replacement,2774,2,In Progress
13548,13548,D0414,2026-01-01 22:00:00,Rohit Singh,Antenna Replacement,1710,1,Completed
13549,13549,D0414,2026-01-03 20:00:00,Sneha Gupta,Antenna Replacement,2184,1,Completed
13550,13550,D0414,2026-01-04 03:00:00,Priya Verma,Antenna Replacement,1825,2,Completed
13551,13551,D0414,2026-01-04 15:00:00,Rahul Sharma,Firmware Update,1212,2,Completed
13552,13552,D0414,2026-01-09 03:00:00,Rahul Sharma,Antenna Replacement,1878,2,Completed
13553,13553,D0414,2026-01-10 10:00:00,Rohit Singh,Antenna Replacement,2406,2,In Progress
13554,13554,D0414,2026-01-17 08:00:00,Amit Kumar,Antenna Replacement,3601,1,In Progress
13555,13555,D0414,2026-01-19 05:00:00,Rahul Sharma,Antenna Replacement,2603,2,Completed
13556,13556,D0414,2026-01-19 06:00:00,Priya Verma,Antenna Replacement,2633,2,In Progress
13557,13557,D0414,2026-01-20 15:00:00,Vikas Rao,Antenna Replacement,3150,1,Completed
13558,13558,D0414,2026-01-23 10:00:00,Priya Verma,Antenna Replacement,2909,1,Completed
13559,13559,D0414,2026-01-24 02:00:00,Anjali Nair,Antenna Replacement,2630,2,In Progress
13560,13560,D0414,2026-01-25 10:00:00,Arjun Mehta,Antenna Replacement,1710,2,Completed
13561,13561,D0414,2026-01-28 12:00:00,Rahul Sharma,Firmware Update,1603,2,Completed
13562,13562,D0414,2026-01-30 08:00:00,Karan Patel,Antenna Replacement,3414,2,Completed
13563,13563,D0414,2026-02-02 16:00:00,Rahul Sharma,Firmware Update,806,2,In Progress
13564,13564,D0414,2026-02-05 21:00:00,Sneha Gupta,Antenna Replacement,3481,2,Completed
13565,13565,D0414,2026-02-13 16:00:00,Anjali Nair,Antenna Replacement,3322,1,Completed
13566,13566,D0414,2026-02-13 17:00:00,Priya Verma,Firmware Update,515,2,Completed
13567,13567,D0414,2026-02-15 13:00:00,Sneha Gupta,Firmware Update,739,1,In Progress
13568,13568,D0414,2026-02-20 16:00:00,Sneha Gupta,Firmware Update,678,2,In Progress
13569,13569,D0414,2026-02-21 14:00:00,Anjali Nair,Antenna Replacement,2188,2,Completed
13570,13570,D0414,2026-02-21 15:00:00,Sneha Gupta,Firmware Update,528,1,Completed
13571,13571,D0414,2026-02-22 17:00:00,Neha Sharma,Antenna Replacement,1895,1,Completed
13572,13572,D0414,2026-02-28 15:00:00,Anjali Nair,Firmware Update,1748,2,Completed
13573,13573,D0414,2026-03-01 09:00:00,Rohit Singh,Antenna Replacement,3216,1,Completed
13574,13574,D0414,2026-03-02 13:00:00,Rahul Sharma,Antenna Replacement,3707,2,In Progress
13575,13575,D0414,2026-03-06 06:00:00,Sneha Gupta,Antenna Replacement,1976,1,Completed
13576,13576,D0414,2026-03-09 12:00:00,Rahul Sharma,Antenna Replacement,2542,1,Completed
13577,13577,D0414,2026-03-12 16:00:00,Sneha Gupta,Firmware Update,689,1,Completed
13578,13578,D0414,2026-03-20 22:00:00,Sneha Gupta,Antenna Replacement,2008,2,Completed
13579,13579,D0414,2026-03-21 13:00:00,Karan Patel,Firmware Update,851,2,Completed
13580,13580,D0415,2026-01-09 14:00:00,Karan Patel,Firmware Update,913,2,In Progress
13581,13581,D0415,2026-01-09 16:00:00,Amit Kumar,Antenna Replacement,1788,1,In Progress
13582,13582,D0415,2026-01-10 16:00:00,Rahul Sharma,Antenna Replacement,2241,2,Completed
13583,13583,D0415,2026-01-10 19:00:00,Arjun Mehta,Antenna Replacement,3556,1,Completed
13584,13584,D0415,2026-01-17 02:00:00,Arjun Mehta,Antenna Replacement,3508,2,In Progress
13585,13585,D0415,2026-01-23 23:00:00,Rahul Sharma,Antenna Replacement,3832,1,Completed
13586,13586,D0415,2026-01-27 12:00:00,Karan Patel,Firmware Update,558,2,In Progress
13587,13587,D0415,2026-01-28 17:00:00,Arjun Mehta,Firmware Update,656,2,Completed
13588,13588,D0415,2026-01-29 17:00:00,Rahul Sharma,Firmware Update,501,2,Completed
13589,13589,D0415,2026-02-01 01:00:00,Priya Verma,Antenna Replacement,2854,1,Completed
13590,13590,D0415,2026-02-02 03:00:00,Arjun Mehta,Antenna Replacement,2248,2,Completed
13591,13591,D0415,2026-02-04 11:00:00,Rahul Sharma,Antenna Replacement,2578,1,Completed
13592,13592,D0415,2026-02-05 11:00:00,Rahul Sharma,Antenna Replacement,1813,1,In Progress
13593,13593,D0415,2026-02-05 12:00:00,Rahul Sharma,Firmware Update,1676,2,Completed
13594,13594,D0415,2026-02-09 14:00:00,Priya Verma,Firmware Update,725,1,In Progress
13595,13595,D0415,2026-02-15 03:00:00,Neha Sharma,Antenna Replacement,3924,1,Completed
13596,13596,D0415,2026-02-15 17:00:00,Vikas Rao,Firmware Update,1296,1,Completed
13597,13597,D0415,2026-02-17 02:00:00,Neha Sharma,Antenna Replacement,2327,1,Completed
13598,13598,D0415,2026-02-18 22:00:00,Arjun Mehta,Antenna Replacement,1502,1,Completed
13599,13599,D0415,2026-02-19 16:00:00,Priya Verma,Antenna Replacement,2278,1,Completed
13600,13600,D0415,2026-02-19 23:00:00,Anjali Nair,Antenna Replacement,3872,1,Completed
13601,13601,D0415,2026-02-21 16:00:00,Rahul Sharma,Antenna Replacement,1552,2,Completed
13602,13602,D0415,2026-02-21 23:00:00,Amit Kumar,Antenna Replacement,3756,2,Completed
13603,13603,D0415,2026-02-25 16:00:00,Sneha Gupta,Firmware Update,1756,2,Completed
13604,13604,D0415,2026-02-28 08:00:00,Rohit Singh,Antenna Replacement,3378,2,Completed
13605,13605,D0415,2026-03-11 03:00:00,Rohit Singh,Antenna Replacement,2616,2,Completed
13606,13606,D0415,2026-03-16 02:00:00,Arjun Mehta,Antenna Replacement,3719,1,Completed
13607,13607,D0415,2026-03-17 14:00:00,Amit Kumar,Firmware Update,944,1,In Progress
13608,13608,D0415,2026-03-17 16:00:00,Priya Verma,Firmware Update,722,2,Completed
13609,13609,D0415,2026-03-18 21:00:00,Amit Kumar,Antenna Replacement,3398,1,Completed
13610,13610,D0415,2026-03-31 01:00:00,Neha Sharma,Antenna Replacement,2115,1,In Progress
13611,13611,D0416,2026-01-06 15:00:00,Rahul Sharma,Firmware Update,838,1,Completed
13612,13612,D0416,2026-01-06 17:00:00,Karan Patel,Firmware Update,1455,2,Completed
13613,13613,D0416,2026-01-11 12:00:00,Priya Verma,Firmware Update,968,1,In Progress
13614,13614,D0416,2026-01-14 13:00:00,Karan Patel,Firmware Update,1280,2,Completed
13615,13615,D0416,2026-01-14 17:00:00,Karan Patel,Antenna Replacement,1529,1,Completed
13616,13616,D0416,2026-01-14 22:00:00,Anjali Nair,Antenna Replacement,2793,1,Completed
13617,13617,D0416,2026-01-19 16:00:00,Anjali Nair,Firmware Update,1754,1,Completed
13618,13618,D0416,2026-01-24 12:00:00,Neha Sharma,Firmware Update,532,2,Completed
13619,13619,D0416,2026-01-27 08:00:00,Priya Verma,Antenna Replacement,1581,2,Completed
13620,13620,D0416,2026-02-01 19:00:00,Rohit Singh,Antenna Replacement,3623,1,Completed
13621,13621,D0416,2026-02-02 07:00:00,Sneha Gupta,Antenna Replacement,2661,2,Completed
13622,13622,D0416,2026-02-02 15:00:00,Vikas Rao,Firmware Update,1192,1,Completed
13623,13623,D0416,2026-02-03 19:00:00,Vikas Rao,Antenna Replacement,2504,2,Completed
13624,13624,D0416,2026-02-05 01:00:00,Amit Kumar,Antenna Replacement,3305,1,Completed
13625,13625,D0416,2026-02-08 09:00:00,Priya Verma,Antenna Replacement,2199,1,In Progress
13626,13626,D0416,2026-02-08 14:00:00,Rohit Singh,Firmware Update,1215,2,Completed
13627,13627,D0416,2026-02-10 12:00:00,Anjali Nair,Firmware Update,1395,2,Completed
13628,13628,D0416,2026-02-13 13:00:00,Arjun Mehta,Firmware Update,765,2,Completed
13629,13629,D0416,2026-02-13 16:00:00,Neha Sharma,Antenna Replacement,2477,2,Completed
13630,13630,D0416,2026-02-13 23:00:00,Priya Verma,Antenna Replacement,2299,2,Completed
13631,13631,D0416,2026-02-15 22:00:00,Rohit Singh,Antenna Replacement,2067,1,Completed
13632,13632,D0416,2026-02-21 15:00:00,Rohit Singh,Firmware Update,512,2,Completed
13633,13633,D0416,2026-02-25 11:00:00,Rohit Singh,Antenna Replacement,3029,2,Completed
13634,13634,D0416,2026-02-27 15:00:00,Amit Kumar,Antenna Replacement,2533,2,Completed
13635,13635,D0416,2026-02-28 16:00:00,Rohit Singh,Antenna Replacement,2474,2,In Progress
13636,13636,D0416,2026-02-28 21:00:00,Neha Sharma,Antenna Replacement,2865,2,In Progress
13637,13637,D0416,2026-03-03 00:00:00,Rohit Singh,Antenna Replacement,2119,1,In Progress
13638,13638,D0416,2026-03-05 21:00:00,Anjali Nair,Antenna Replacement,3099,1,In Progress
13639,13639,D0416,2026-03-06 12:00:00,Priya Verma,Firmware Update,781,1,Completed
13640,13640,D0416,2026-03-07 00:00:00,Priya Verma,Antenna Replacement,2067,2,Completed
13641,13641,D0416,2026-03-07 21:00:00,Arjun Mehta,Antenna Replacement,2905,1,Completed
13642,13642,D0416,2026-03-08 05:00:00,Rahul Sharma,Antenna Replacement,1633,2,In Progress
13643,13643,D0416,2026-03-11 07:00:00,Rahul Sharma,Antenna Replacement,1706,1,Completed
13644,13644,D0416,2026-03-11 22:00:00,Priya Verma,Antenna Replacement,3029,1,Completed
13645,13645,D0416,2026-03-15 15:00:00,Amit Kumar,Antenna Replacement,2391,2,Completed
13646,13646,D0416,2026-03-18 17:00:00,Priya Verma,Antenna Replacement,1742,2,Completed
13647,13647,D0416,2026-03-19 03:00:00,Rohit Singh,Antenna Replacement,1630,1,Completed
13648,13648,D0416,2026-03-20 15:00:00,Rohit Singh,Firmware Update,673,1,Completed
13649,13649,D0416,2026-03-22 10:00:00,Priya Verma,Antenna Replacement,3807,1,Completed
13650,13650,D0416,2026-03-23 09:00:00,Karan Patel,Antenna Replacement,3686,1,Completed
13651,13651,D0416,2026-03-26 12:00:00,Neha Sharma,Firmware Update,1102,1,In Progress
13652,13652,D0417,2026-01-02 20:00:00,Karan Patel,Antenna Replacement,2779,1,In Progress
13653,13653,D0417,2026-01-09 11:00:00,Anjali Nair,Antenna Replacement,3099,2,In Progress
13654,13654,D0417,2026-01-09 18:00:00,Rohit Singh,Antenna Replacement,2580,2,Completed
13655,13655,D0417,2026-01-10 01:00:00,Priya Verma,Antenna Replacement,1790,1,Completed
13656,13656,D0417,2026-01-11 12:00:00,Neha Sharma,Firmware Update,643,2,Completed
13657,13657,D0417,2026-01-15 17:00:00,Arjun Mehta,Firmware Update,1470,2,In Progress
13658,13658,D0417,2026-01-16 14:00:00,Rahul Sharma,Antenna Replacement,2224,1,Completed
13659,13659,D0417,2026-01-17 15:00:00,Rohit Singh,Antenna Replacement,3294,2,In Progress
13660,13660,D0417,2026-01-18 02:00:00,Sneha Gupta,Antenna Replacement,3554,1,Completed
13661,13661,D0417,2026-01-20 14:00:00,Priya Verma,Firmware Update,1963,2,Completed
13662,13662,D0417,2026-01-21 23:00:00,Neha Sharma,Antenna Replacement,2580,1,In Progress
13663,13663,D0417,2026-01-23 14:00:00,Vikas Rao,Firmware Update,1858,1,Completed
13664,13664,D0417,2026-01-24 09:00:00,Neha Sharma,Antenna Replacement,1966,2,Completed
13665,13665,D0417,2026-01-27 10:00:00,Rohit Singh,Antenna Replacement,2558,2,Completed
13666,13666,D0417,2026-01-28 14:00:00,Priya Verma,Antenna Replacement,2598,1,Completed
13667,13667,D0417,2026-01-30 01:00:00,Vikas Rao,Antenna Replacement,3881,2,Completed
13668,13668,D0417,2026-01-30 16:00:00,Arjun Mehta,Firmware Update,737,2,Completed
13669,13669,D0417,2026-01-31 12:00:00,Anjali Nair,Antenna Replacement,2491,2,Completed
13670,13670,D0417,2026-02-02 13:00:00,Rohit Singh,Antenna Replacement,3954,2,In Progress
13671,13671,D0417,2026-02-04 17:00:00,Rohit Singh,Antenna Replacement,1604,2,Completed
13672,13672,D0417,2026-02-10 03:00:00,Rohit Singh,Antenna Replacement,1785,2,Completed
13673,13673,D0417,2026-02-10 13:00:00,Priya Verma,Antenna Replacement,3958,2,Completed
13674,13674,D0417,2026-02-10 15:00:00,Karan Patel,Firmware Update,1379,2,Completed
13675,13675,D0417,2026-02-14 17:00:00,Sneha Gupta,Firmware Update,1656,1,In Progress
13676,13676,D0417,2026-02-15 04:00:00,Vikas Rao,Antenna Replacement,2409,2,Completed
13677,13677,D0417,2026-02-20 12:00:00,Arjun Mehta,Antenna Replacement,1897,1,Completed
13678,13678,D0417,2026-02-23 13:00:00,Karan Patel,Antenna Replacement,2339,1,Completed
13679,13679,D0417,2026-02-23 15:00:00,Rahul Sharma,Firmware Update,842,1,In Progress
13680,13680,D0417,2026-02-27 03:00:00,Priya Verma,Antenna Replacement,1681,1,Completed
13681,13681,D0417,2026-02-27 13:00:00,Arjun Mehta,Antenna Replacement,3490,1,Completed
13682,13682,D0417,2026-03-04 03:00:00,Priya Verma,Antenna Replacement,2485,1,In Progress
13683,13683,D0417,2026-03-04 11:00:00,Sneha Gupta,Antenna Replacement,2437,1,Completed
13684,13684,D0417,2026-03-07 15:00:00,Arjun Mehta,Firmware Update,1683,2,Completed
13685,13685,D0417,2026-03-08 04:00:00,Neha Sharma,Antenna Replacement,1875,1,Completed
13686,13686,D0417,2026-03-08 20:00:00,Sneha Gupta,Antenna Replacement,3068,2,Completed
13687,13687,D0417,2026-03-09 03:00:00,Amit Kumar,Antenna Replacement,2138,2,Completed
13688,13688,D0417,2026-03-10 17:00:00,Rohit Singh,Antenna Replacement,3004,2,Completed
13689,13689,D0417,2026-03-11 14:00:00,Vikas Rao,Antenna Replacement,1757,2,In Progress
13690,13690,D0417,2026-03-18 13:00:00,Neha Sharma,Firmware Update,1003,1,Completed
13691,13691,D0417,2026-03-18 17:00:00,Rahul Sharma,Antenna Replacement,2986,1,In Progress
13692,13692,D0417,2026-03-19 10:00:00,Rohit Singh,Antenna Replacement,2669,2,In Progress
13693,13693,D0417,2026-03-22 12:00:00,Rahul Sharma,Firmware Update,1018,1,In Progress
13694,13694,D0417,2026-03-22 17:00:00,Rahul Sharma,Antenna Replacement,3783,1,Completed
13695,13695,D0417,2026-03-23 15:00:00,Priya Verma,Firmware Update,875,2,Completed
13696,13696,D0417,2026-03-23 16:00:00,Amit Kumar,Firmware Update,543,1,Completed
13697,13697,D0417,2026-03-24 15:00:00,Sneha Gupta,Antenna Replacement,3310,1,In Progress
13698,13698,D0417,2026-03-27 14:00:00,Rohit Singh,Firmware Update,1335,1,Completed
13699,13699,D0418,2026-01-04 08:00:00,Neha Sharma,Antenna Replacement,2150,1,Completed
13700,13700,D0418,2026-01-05 14:00:00,Amit Kumar,Firmware Update,1567,1,Completed
13701,13701,D0418,2026-01-09 14:00:00,Vikas Rao,Antenna Replacement,3030,1,Completed
13702,13702,D0418,2026-01-10 08:00:00,Anjali Nair,Antenna Replacement,3088,2,In Progress
13703,13703,D0418,2026-01-12 13:00:00,Vikas Rao,Antenna Replacement,2973,2,Completed
13704,13704,D0418,2026-01-30 10:00:00,Vikas Rao,Antenna Replacement,2395,2,Completed
13705,13705,D0418,2026-02-02 01:00:00,Rahul Sharma,Antenna Replacement,1890,1,Completed
13706,13706,D0418,2026-02-05 02:00:00,Vikas Rao,Antenna Replacement,3071,2,Completed
13707,13707,D0418,2026-02-06 16:00:00,Rahul Sharma,Firmware Update,1289,1,Completed
13708,13708,D0418,2026-02-20 17:00:00,Amit Kumar,Antenna Replacement,3377,1,Completed
13709,13709,D0418,2026-02-23 15:00:00,Priya Verma,Antenna Replacement,1708,1,Completed
13710,13710,D0418,2026-02-27 13:00:00,Priya Verma,Firmware Update,1350,1,In Progress
13711,13711,D0418,2026-03-01 16:00:00,Amit Kumar,Antenna Replacement,2228,2,Completed
13712,13712,D0418,2026-03-05 21:00:00,Neha Sharma,Antenna Replacement,1765,2,In Progress
13713,13713,D0418,2026-03-07 05:00:00,Karan Patel,Antenna Replacement,2673,2,Completed
13714,13714,D0418,2026-03-11 10:00:00,Rohit Singh,Antenna Replacement,2928,2,Completed
13715,13715,D0418,2026-03-12 15:00:00,Rahul Sharma,Antenna Replacement,3285,2,In Progress
13716,13716,D0418,2026-03-13 23:00:00,Sneha Gupta,Antenna Replacement,2786,1,Completed
